Name	ItemGenre	DetailType	ParticularType	Icon	ObjID	Width	Height	Intro	ScriptFile	Stack	TaskID	MaxTaskId
Tèng Kim Phæ Phßng hoµn	7	116	1	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng Ngù t¨ng 50%."	\script\item\battles\sj_pufangwan.lua	50		
Tèng Kim B¨ng Phßng hoµn	7	117	1	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng B¨ng t¨ng 50%."	\script\item\battles\sj_bingfangwan.lua	50		
Tèng Kim L«i Phßng hoµn	7	118	1	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng L«i t¨ng 50%."	\script\item\battles\sj_leifangwan.lua	50		
Tèng Kim Háa Phßng hoµn	7	119	1	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng Háa t¨ng 50%."	\script\item\battles\sj_huofangwan.lua	50		
Tèng Kim §éc Phßng hoµn	7	120	1	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng §éc t¨ng 50%."	\script\item\battles\sj_dufangwan.lua	50		
TËt phong ngoa 	7	121	1	\spr\item\questkey\003.spr	406	1	1	NhÆt ®­îc sö dông ngay 	\script\item\battles\sj_boot.lua	0		
Tam Thanh Chi Khİ 	7	122	1	\spr\item\questkey\003.spr	407	1	1	NhÆt ®­îc sö dông ngay	\script\item\battles\sj_sanqingzhiqi.lua	0		
B¹ch C©u Hé uyÓn	7	123	1	\spr\item\questkey\003.spr	408	1	1	NhÆt ®­îc sö dông ngay	\script\item\battles\sj_cuff.lua	0		
HËu NghÖ Chi Nh·n 	7	124	1	\spr\item\questkey\003.spr	409	1	1	NhÆt ®­îc sö dông ngay	\script\item\battles\sj_eye.lua	0		
ThÇn bİ vËt phÈm 	7	125	1	\spr\item\questkey\003.spr	410	1	1	NhÆt ®­îc sö dông ngay	\script\item\battles\sj_question.lua	0		
Bå c©u 	7	126	1	\spr\item\songjin\dove.spr	411	1	1	Dïng th«ng b¸o cho ®ång ®éi biÕt täa ®é cña m×nh.	\script\item\battles\dove.lua	0		
Kh¸ng §¬n Chi Gi¸c 	7	127	1	\spr\item\songjin\clarion.spr	386	1	1	"Néi trong 3 phót, c¸c ®èi thñ xung quanh bŞ gi¶m kh¶ n¨ng ph¶n ®ßn 20%."	\script\item\battles\reboundclarion.lua	0		
Hép lÔ vËt v­ît ¶i	7	128	1	\spr\item\obj_item_giftb.spr	344	1	1	"B¶o hép lÔ vËt v­ît ¶I chøa nhiÒu phÇn th­ëng quı hiÕm, h·y gi÷ g×n cÇn thËn."	\script\item\luascript\baoruongvuotai.lua	50		
B¶o r­¬ng tèng kim	7	129	1	\spr\item\birthday_jieri\200905\tiancibaoxiang.spr	344	1	1	"B¶o r­¬ng tèng kim lµ phÈn th­ëng chinh ph¹t tèng kim r¬I ra, h·y cÊt gi÷ thËn träng."	\script\item\luascript\baoruongtongkim.lua	50		
KiÕm HiÖp LÖnh Bµi	7	130	1	\spr\item\questkey\taskobj119.spr	41	1	1	"TriÖu håi t­íng lÜnh t¹i phong l¨ng ®é, chØ sö dông ®­îc t¹i t¹i phong l¨ng ®é."	\script\item\luascript\kiemhieplenh.lua	100		
S¸t Thñ Gi¶n lÔ hép	7	131	1	\spr\item\script\item_chrismasbox.spr	377	1	1	"Chuét ph¶i sö dông ®Ó nhËn ®­îc 5 s¸t thñ gi¶n, ho¹t ®éng v­ît ¶I nhiÕp nhİ trÇn cÇn nã ®Ó më ho¹t ®éng."	\script\item\luascript\satthugianlehop.lua	0		
Nh¹c V­¬ng KiÕm lÔ bao	7	132	1	\spr\item\obj_item_jixiang.spr	347	1	1	"BÊm chuét ph¶i sö dông ®Ó nhËn ®­îc 1 Nh¹c V­¬ng KiÕm, thµnh lËp bang héi chinh ph¹t Trung Nguyªn"	\script\item\luascript\nhacvuongkiem.lua	0		
B¸nh tĞt	7	133	1	\spr\item\event\event_banhchung\banhtet.spr	439	1	1	"VËt phÈm sö kiÖn, bÊm chuét ph¶I cã thÓ nhËn ®­îc <color=green> 1.000.000<color> kinh nghiÖm vµ nhiÒu vËt phÈm hÊp dÉn"	\script\item\luascript\event\banhtet.lua	100		
B¸nh ch­ng	7	134	1	\spr\item\event\event_banhchung\banhchung.spr	440	1	1	"VËt phÈm sö kiÖn, bÊm chuét ph¶I cã thÓ nhËn ®­îc <color=orange> 500.000<color> kinh nghiÖm vµ nhiÒu vËt phÈm gi¸ trŞ kh¸c"	\script\item\luascript\event\banhchung.lua	100		
Hép quµ sù kiÖn	7	135	1	\spr\item\event\event_banhchung\hopqua.spr	347	1	1	"VËt phÈm sù kiÖn, bªn trong cã chøa ngÉu nhiªn nguyªn liÖu ghĞp b¸nh tĞt hoÆc b¸nh ch­ng"	\script\item\luascript\event\hopqua.lua	100		
Tï vµ triÖu håi Boss HK	7	136	1	\spr\item\script\whelk.spr	41	1	1	"VËt phÈm triÖu håi cao thñ vâ l©m, cao thñ nµy mang trªn ng­êi rÊt nhiÒu c¸c vËt phÈm gi¸ trŞ"	\script\item\luascript\lenhbaigoiboss.lua	50		
H¶i long ch©u	7	137	1	\spr\item\medecine\obj-potion30.spr	41	1	1	"T­¬ng truyÒn ®©y lµ long ch©u cña Long v­¬ng, sö dông cã nã cã thÓ t¨ng thªm mét lÇn tham gia ho¹t ®éng  <color=green>  Phong l¨ng ®é <color> trong ngµy."	\script\item\luascript\hailongchau.lua	50		
B¶o r­¬ng trang bŞ hång ¶nh	7	138	1	\spr\item\oldbox\oldbox.spr	433	1	1	VËt phÇm quı hiÕm bªn trong r­¬ng nµy cã chøa <color=green> 1 Trang bŞ hång ¶nh <color>.	\script\item\luascript\baoruongtrangbihonganh.lua	1		
B¶o r­¬ng hång ¶nh	7	139	1	\spr\item\script\item_goldenbox.spr	433	2	2	Bªn trong r­¬ng nµy chã chøa <color=green> Mét bé trang bŞ hång ¶nh <color>.	\script\item\luascript\baoruonghonganh.lua	1		
B¶o r­¬ng an bang	7	140	1	\spr\item\script\item_silverbox.spr	433	2	2	Bªn trong r­¬ng nµy cã chøa <color=yellow> Mét bé trang bŞ an bang <color>	\script\item\luascript\baoruonganbang.lua	1		
LÖnh bµi Tİn sø	7	141	1	\spr\item\questkey\obj_item_lection02.spr	374	1	1	"T­¬ng truyÒn trong giang hå, lo¹i lÖnh bµi nµy cã thÓ t¨ng sè lÇn tham gia kh¶o nghiÖm <color=green>Thiªn b¶o khè cña tİn sø <color>. "	\script\item\luascript\lenhbaitinsu.lua	1		
Giá Hoa Quèc Kh¸nh	7	142	1	\spr\vng\item\womenday2011\bunchofroses.spr	41	1	1	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	\script\item\event\event0324.lua	500		
Bã Hoa Quèc Kh¸nh	7	143	1	\spr\item\funvjie_jieri\200803\shumeigui.spr	41	1	2	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	\script\item\event\event0323.lua	500		
Tói Mõng Quèc Kh¸nh	7	144	1	\spr\vng\item\120530_lua_nuoc\tuihuong.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	\script\Event\quockhanh\tuinguyenlieu.lua	500		
R­¬ng VËn Tiªu	7	145	1	\spr\item\script\songjinmibao.spr	41	1	1	PhÇn th­ëng cho VËn Tiªu. Më ra ®Ó nhËn ®­îc vËt phÈm quı gi¸.	\script\item\luascript\ruongvantieu.lua	999		
HuyÒn ThiÕt Nguyªn Kho¸ng	7	146	1	\spr\item\script\item_xuantiekuang.spr	425	1	1	"Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh hiÖn 1<color> trªn trang bŞ (NhÊn chuét ph¶i xem chi tiÕt)"	\script\item\item_xuantiekuang.lua	50		
Khæng T­íc Nguyªn Th¹ch	7	147	1	\spr\item\script\item_kongqueshi.spr	425	1	1	"Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh Èn 1<color> trªn trang bŞ cïng Ngò hµnh (NhÊn chuét ph¶i xem chi tiÕt)"	\script\item\item_kongqueshi.lua	50		
MËt Ng©n Nguyªn Kho¸ng	7	148	1	\spr\item\script\item_miyinkuang.spr	425	1	1	"Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow> thuéc tİnh hiÖn 2<color> trªn trang bŞ (NhÊn chuét ph¶i xem chi tiÕt)"	\script\item\item_miyinkuang.lua	50		
Phï Dung Nguyªn Th¹ch	7	149	1	\spr\item\script\item_furongshi.spr	425	1	1	"Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh Èn 2<color> trªn trang bŞ cïng Ngò hµnh (NhÊn chuét ph¶i xem chi tiÕt)"	\script\item\item_furongshi.lua	50		
Chu Sa Nguyªn Kho¸ng	7	150	1	\spr\item\script\item_zhushakuang.spr	425	1	1	"Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh hiÖn 3<color> trªn trang bŞ (NhÊn chuét ph¶i xem chi tiÕt)"	\script\item\item_zhushakuang.lua	50		
Chung Nhò Nguyªn Th¹ch	7	151	1	\spr\item\script\item_zhongrushi.spr	425	1	1	"Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh Èn 3<color> trªn trang bŞ cïng Ngò hµnh (NhÊn chuét ph¶i xem chi tiÕt)"	\script\item\item_zhongrushi.lua	50		
