Name	Genre	DetailType	ParticularType	Level	Series	Icon	ObjID	Width	Height	Intro	Price	BasicProp1Type	BasicProp1PAMin	BasicProp1PAMax	BasicProp2Type	BasicProp2PAMin	BasicProp2PAMax	BasicProp3Type	BasicProp3PAMin	BasicProp3PAMax	BasicProp4Type	BasicProp4PAMin	BasicProp4PAMax	BasicProp5Type	BasicProp5PAMin	BasicProp5PAMax	BasicProp6Type	BasicProp6PAMin	BasicProp6PAMax	BasicProp7Type	BasicProp7PAMin	BasicProp7PAMax	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value
TuyÖt §Þa	0	10	10	3	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
TuyÖt §Þa	0	10	10	4	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
TuyÖt §Þa	0	10	10	5	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
TuyÖt §Þa	0	10	10	6	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
TuyÖt §Þa	0	10	10	7	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
TuyÖt §Þa	0	10	10	8	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
TuyÖt §Þa	0	10	10	9	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
TuyÖt §Þa	0	10	10	10	5	\spr\item\equip\horse\horse009.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ch©n kh«ng ch¹m ®Êt."	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Du Huy	0	10	11	1	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	2	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	3	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	4	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	5	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	6	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	7	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	8	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	9	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
Du Huy	0	10	11	10	5	\spr\item\equip\horse\horse002.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, mµu s¾c sÆc sì."	250000	111	100%	100%	93	1200	1200	85	800	800	150	800	800	114	10	10	88	8	8				36	130	46	1								
§»ng Vô	0	10	12	1	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	2	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	3	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	4	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	5	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	6	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	7	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	8	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	9	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
§»ng Vô	0	10	12	10	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, ®i m©y vÒ giã"	250000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Siªu Quang	0	10	13	1	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	2	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	3	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	4	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	5	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	6	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	7	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	8	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	9	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Siªu Quang	0	10	13	10	5	\spr\item\equip\horse\horse003.spr	40	2	3	"Mét trong b¸t tuÊn cña Chu Môc V­¬ng, tho¾t Èn tho¾t hiÖn."	250000	111	120%	120%	93	1500	1500	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	140	46	3								
Kim Tinh Hæ V­¬ng	0	10	14	1	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	2	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	3	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	4	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	5	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	6	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	7	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	8	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	9	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Kim Tinh Hæ V­¬ng	0	10	14	10	5	\spr\item\equip\horse\horse030.spr	40	2	3	Chóa s¬n l©m	500000	111	100%	100%	93	1000	1000	85	500	500	150	500	500	114	10	10							36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	1	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	2	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	3	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	4	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	5	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	6	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	7	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	8	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	9	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Háa Tinh Kim Hæ V­¬ng	0	10	15	10	5	\spr\item\equip\horse\horse032.spr	40	2	3	"Hæ v­¬ng toµn th©n vµng ãng, ®æi m¾t nh­ hai ®èm löa"	500000	111	100%	100%	93	1000	1000	85	1000	1000	233	1000	1000	150	500	500	114	5	5	241	5	5	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	1	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	2	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	3	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	4	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	5	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	6	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	7	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	8	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	9	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Kim Tinh B¹ch Hæ V­¬ng	0	10	16	10	5	\spr\item\equip\horse\horse030.spr	40	2	3	B¹ch hæ v­¬ng cã ®«i m¾t ¸nh vµng	500000	111	100%	100%	93	1200	1200	85	1200	1200	233	1200	1200	150	500	500	114	15	15	241	15	15	36	150										
Long Tinh H¾c Hæ V­¬ng	0	10	17	1	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	2	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	3	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	4	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	5	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	6	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	7	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	8	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	9	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
Long Tinh H¾c Hæ V­¬ng	0	10	17	10	5	\spr\item\equip\horse\horse031.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	110%	110%	93	1500	1500	85	1500	1500	233	1500	1500	150	700	700	114	20	20	241	20	20	36	120	46	3								
H·n HuyÕt Long C©u	0	10	18	1	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	2	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	3	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	4	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	5	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	6	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	7	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	8	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	9	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
H·n HuyÕt Long C©u	0	10	18	10	5	\spr\item\equip\horse\horse008.spr	40	2	3	"Uy phong lÉm liÖt, chØ cã bËc v­¬ng gi¶ míi ®ñ n¨ng lùc c­ìi."	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Phong V©n B¹ch M·	0	10	19	1	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	2	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	3	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	4	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	5	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	6	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	7	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
