ID	STRING
10144	Cã høng thó gia nhËp C¸i bang kh«ng? Mäi ng­êi cã c¬m cïng ¨n, cã r­îu cïng uèng!
10145	Tõ nay ng­¬i ®· lµ ®Ö tö cña Thiªn h¹ ®Ö nhÊt bang! Xem nhau nh­ ng­êi mét nhµ! Sau nµy cã g× kh«ng hiÓu cø ®Õn t×m ta!
10146	Tõ l©u nghe tiÕng c¸c c« n­¬ng Thóy Yªn ®Ñp nh­ tiªn n÷, vŞ c« n­¬ng nµy cho ¨n mµy ta İt tiÒn uèng r­îu ®­îc ch¨ng?
10147	KÎ ¨n mµy nµy vèn tõ l©u ng­ìng mé Nga My kiÕm thuËt. H«m nay ®­îc gÆp n÷ hiÖp ®©y, thËt tháa lßng mong ­íc!
10148	¸m khİ §­êng m«n khiÕn nhiÒu kÎ võa nghe danh ®· biÕn s¾c. §ao ph¸p cña quı m«n còng lîi h¹i kh«ng kĞm!
10149	X­a nay tµ chİnh ph©n minh, bän tiÓu nh©n dïng ®éc nh­ c¸c ng­¬i còng d¸m khoe danh ­?
10150	Bæn bang vµ quı bang hîp thµnh Thiªn h¹ l­ìng ®¹i ph¸i, chóng ta nªn gióp ®ì nhau nhiÒu h¬n ®Ó thèng lÜnh vâ l©m! Ha! Ha! Ha!
10151	Quı ph¸i v× sù tån vong cña Vâ l©m Trung Nguyªn, d¸m ®­¬ng ®Çu víi Kim quèc hïng m¹nh! KÎ ¨n mµy nµy mu«n phÇn béi phôc.
10152	Vâ §ang hiÖp kh¸ch lõng danh thiªn h¹, xøng lµ danh m«n chİnh ph¸i! Xin cho kÎ ¨n mµy nµy göi lêi hái th¨m ®Õn §¹o NhÊt Ch©n Nh©n vµ c¸c vŞ §¹o tr­ëng!
10153	Th× ra lµ ®Ö tö cña C«n L«n ph¸i. Th¶o nµo cèt c¸ch bÊt phµm! Râ mÆt anh tµi!
10154	MÆc dï quı gi¸o lµ chñ, nh­ng C¸i bang vµ Thiªn NhÉn x­a nay vèn kh«ng ®éi trêi chung. Chóng ta kh«ng cÇn ph¶i nhiÒu lêi. HÑn gÆp nhau trªn sa tr­êng!
10155	§Ó rêi khái tæng ®µ ng­¬i cÇn ®¹t <color=green>®¼ng cÊp 60<color> vµ lËn l­ng <color=gold>1 v¹n ng©n l­îng<color>! Ng­¬i ®· suy nghÜ kü ch­a!
10156	Chóc ng­¬i th­îng lé b×nh an! Sau nµy cã g× h·y t×m ta cïng uèng r­îu!
10157	Quay vÒ tæng ®µ cÇn giao nép <color=gold>1 v¹n ng©n l­îng<color> ®Ó ph©n ph¸t cho huynh ®Ö lµm t×nh b¸o! Ng­¬i cã mang theo chø?
10158	Tèt l¾m! Ng­¬i ®· quay vÒ! Nµo vµo ®©y chóng ta cïng uèng r­îu! Haha!
10159	§èi víi <color=fire>C¸i bang<color> vâ nghÖ chia lµm hai ®­êng kh¸c nhau
10160	H­íng thø nhÊt lµ ch­ëng ph¸p së h÷u kü n¨ng <color=fire>KiÕn Nh©n ThÇn Thñ <color>, <color=fire>Gi¸ng long ch­ëng<color>, <color=fire>Kh¸ng Long H÷u Hèi<color>, <color=fire>Phi Long T¹i Thiªn<color>
10161	H­íng thø hai lµ bæng ph¸p së h÷u kü n¨ng <color=fire>Diªn M«n Th¸c B¸t, <color=fire>§¶ CÈu Bæng<color>, <color=fire>Bæng §· ¸c CÈu<color>, <color=fire>Thiªn H¹ V« CÈu<color>
10162	Ngoµi ra cßn së h÷u mét sè kü n¨ng nh­ <color=fire>Hãa HiÓm Vi Di<color>, <color=fire>Ho¹t BÊt L­u Thñ <color>, <color=fire>Tiªu Diªu C«ng<color>, <color=fire>Tóy §iÖp Cuång Vò <color>, <color=fire>Hçn Thiªn Khİ C«ng<color>
10163	Gi¸o chñ cña bæn gi¸o lµ Hoµn Nhan Hïng LiÖt. Danh chÊn thiªn h¹! Hoµng ®Õ Kim quèc còng ph¶i nh­êng 3 phÇn. Cao thñ cña bæn gi¸o nhiÒu v« sè! Nh©n tµi ngäa hæ tµng long.
10164	Cã muèn gia nhËp bæn gi¸o kh«ng?
10165	Chóc mõng ng­¬i trë thµnh ®Ö tö cña bæn gi¸o! H·y thao luyÖn cho tèt phông sù cho ®¹i sù cña gi¸o chñ sau nµy!
10166	NÕu Nga My ph¸i chŞu gia nhËp bæn gi¸o, vËy th× bän ta suèt ngµy ®Òu ®­îc ng¾m nh×n ng­êi ®Ñp! ¤i! Sung s­íng chÕt ®i th«i!
10167	Sím ®· nghe con g¸i ph­¬ng Nam s¾c ®Ñp nghiªng thµnh, h«m nay ®­îc gÆp ®©y, qu¶ lµ tiÕng ®ån kh«ng ngoa!
10168	Gi¸o chñ cña bæn gi¸o lu«n cã lßng mong mái quı m«n cïng gia nhËp, vinh hoa phó quı, cao quan bæng léc, h­ëng c¶ ®êi kh«ng hÕt!
10169	Thiªn NhÉn vµ Ngò §éc gi¸o mµ hîp thµnh Nam c«ng B¾c kİch, Trung Nguyªn sím muén còng r¬i vµo tay chóng ta!
10170	Kh«ng ai cã thÓ ng¨n c¶n ®­îc sù nghiÖp hïng b¸ Trung Nguyªn cña Thiªn NhÉn gi¸o!
10171	Cao thñ ThiÕu L©m ph¸i cña c¸c ng­¬i ®· s¾p quy tiªn hÕt råi! Nh©n tµi trÎ tuæi l¹i ch¼ng cã mÊy ng­êi! Xem ra ThiÕu L©m còng ®· s¾p ®Õn ngµy tËn nghiÖp! Ha! Ha! Ha!
10172	Ta ®· nghe Néi c«ng, kiÕm thuËt cña Vâ §ang lõng danh Trung Nguyªn! Cã c¬ héi nhÊt ®Şnh ph¶i thØnh gi¸o!
10173	C«n L«n ph¸i c¸c ng­¬i hïng cø T©y Vùc, cã d· t©m dßm ngã Trung Nguyªn ®· l©u. SÏ cã mét ngµy bæn gi¸o vµ c¸c ng­¬i ph©n chia cao thÊp t¹i Trung Nguyªn.
10174	Tªn ¨n mµy nµy muèn trµ trén vµo ®©y lµm gian tÕ ­?
10175	§Ó rêi khái n¬i nµy c¨n b¶n ng­¬i ph¶i ®¹t tèi thiÓu <color=green>®¼ng cÊp 60<color>, giao nép cho ta <color=gold>1 v¹n ng©n l­îng<color>. Ng­¬i ®ång ı chø!
10176	Chóc ng­¬i th­îng lé b×nh an! Ha!Ha!Ha
10177	Muèn trë vÒ ­? §©u thÓ nãi dÔ dµng nh­ vËy! Mau ®­a ta <color=gold>1 v¹n ng©n l­îng<color> tù kh¾c ng­¬i sÏ ®­îc trë vÒ! Xem ng­¬i cã mang theo ®ñ kh«ng! HaHa!
10178	RÊt tèt! Sau nay cã g× cÇn cø t×m ta n÷a nhĞ! Haha!
10179	§èi víi <color=fire>Thiªn NhÉn gi¸o<color> vâ c«ng chia lµm ba lo¹i kh¸c nhau
10180	§­êng thø nhÊt lµ m©u ph¸p së h÷u tuyÖt kü <color=fire>Tµn D­¬ng Nh­ HuyÕt<color>, <color=fire>LiÖt Háa T×nh Thiªn<color>, <color=fire>Th©u Thiªn Ho¸n NhËt<color>, <color=fire>V©n Long Kİch<color>
10181	§­êng thø hai lµ ®ao ph¸p së h÷u tuyÖt kü <color=fire>§¬n ChØ LiÖt DiÖm<color>, <color=fire>Th«i S¬n §iÒn H¶i<color>, <color=fire>Ma DiÖm ThÊt S¸t<color>, <color=fire>Thiªn Ngo¹i L­u Tinh<color>
10182	§­êng thø ba lµ bïa chó së h÷u c¸c kü n¨ng nh­ <color=fire>Háa Liªn PhÇn Háa<color>, <color=fire>¶o ¶nh Phi Hå <color>, <color=fire>Phi Hång V« Tİch<color>, <color=fire>Bİ T« Thanh Phong<color>, <color=fire>LŞch Ma §o¹t Hån<color>, <color=fire>NhiÕp Hån Lo¹n T©m<color>
10183	Ngoµi ra cßn cã c¸c kü n¨ng hç trî nh­ <color=fire>Thiªn Ma Gi¶i ThÓ <color>, <color=fire>Ma ¢m PhÖ Ph¸ch<color>
10184	Thiªn h¹ vâ häc, B¾c t«n ThiÕu l©m, nam sïng Vâ §ang. Ch¾c ng­¬i ®· tõng nghe qua?
10185	Vâ c«ng bæn ph¸i lÊy tÜnh chÕ ®éng, lÊy nhu kh¾c c­¬ng, lÊy ng¾n th¾ng dµi, lÊy chËm ®¸nh nhanh, lÊy ı vËn khİ, lÊy khİ vËn th©n, ®¸nh sau tíi tr­íc. Khiªm tèn ®iÒm ®¹m, lÊy v« h×nh th¾ng h÷u h×nh, ®ã lµ c¶nh giíi vâ häc tèi cao!
10186	Vâ nghÖ bæn ph¸i cã 'ngò bÊt truyÒn': yÕu ®uèi, hiÓm ®éc, h¸o th¾ng, cuång töu, gian d©m sÏ kh«ng truyÒn vâ c«ng
10187	NÕu muèn gia nhËp bæn ph¸i ph¶i thay ®æi t©m tİnh, chuyÓn t©m tu hµnh, t­¬ng lai cã rÊt nhiÒu c¬ héi chê ®ãn ng­¬i!
10188	Ng­¬i ®· trë thµnh ®Ö tö Vâ §ang! H·y chuyªn t©m tu luyÖn sÏ cã ngµy tinh th«ng vâ häc nh­ c¸c ®¹o tr­ëng!
10189	Nga My n÷ hiÖp! TiÓu ®¹o xin kİnh lÔ! S­ phô Thanh HiÓu S­ Th¸i cã kháe kh«ng?
10190	TiÓu ®¹o rÊt béi phôc c«ng phu Thóy Yªn m«n! Kh«ng biÕt c« n­¬ng cã g× chØ gi¸o?
10191	Tuy ch­ëng m«n quı ph¸i tİnh t×nh nãng n¶y, hµnh sù kh«ng theo qui t¾c, nh­ng rÊt th¼ng th¾n! Kh«ng hæ danh ch©n qu©n tö!
10192	B¶n lÜnh dïng ®éc cao siªu th× cuèi cïng còng lµ h¹ ®¼ng ®ª hÌn! Kh«ng cã tinh thÇn vâ häc!
10193	Sím nghe nãi huynh ®Ö Thiªn V­¬ng bang ai còng lµ anh hïng h¶o h¸n! H«m nay gÆp mÆt qu¶ nhiªn danh bÊt h­ truyÒn!
10194	Th× ra lµ tiÓu s­ phô ThiÕu l©m! Kh«ng biÕt cã g× chØ gi¸o?
10195	Th× ra lµ ®Ö tö C«n L«n ph¸i! Kh«ng biÕt cã g× chØ gi¸o?
10196	Bang chñ cña quı bang vµ ch­ëng m«n cña tÖ ph¸i vèn lµ b»ng h÷u tri giao! Quı bang cã viÖc g× tÖ ph¸i nhÊt ®Şnh lËp tøc gióp ®ì!
10197	Th× ra lµ ®Ö tö Thiªn NhÉn gi¸o cña Kim Quèc! Bæn ph¸i x­a nay kh«ng kÕt giao víi bän tµ m«n ngo¹i ®¹o! Mau ®i ®i!
10198	§Ó cã thÓ xuÊt s­ xuèng nói c¨n b¶n cÇn ®¹t <color=green>®¼ng cÊp 60<color>, lé phİ <color=gold>1 v¹n ng©n l­îng<color>! Ng­êi ®· chuÈn bŞ ®Çy ®ñ ch­a? H·y suy nghÜ cho thËt kü!
10199	Sau khi xuèng nói nhí kh«ng ®­îc lµm g× x»ng bËy ¶nh h­ëng ®Õn thanh danh Vâ §ang ph¸i chóng ta! Ng­¬i h·y nhí cho kü!
10200	§­êng lªn nói gËp ghÒnh hiÓm trë, l­¬ng thùc khan hiÕm! Ng­¬i h·y chuÈn bŞ <color=gold>1 v¹n ng©n l­îng<color> lµm lé phİ!
10201	Nµo! Chóng ta cïng xuÊt ph¸t! Nói Vâ §ang th¼ng tiÕn!
10202	§èi víi <color=earth>Vâ §ang ph¸i<color> vâ c«ng chia lµm hai h­íng kh¸c nhau
10203	H­íng thø nhÊt lµ quyÒn ph¸p së h÷u c¸c tuyÖt kü nh­ <color=earth>Néi L«i ChØ <color>, <color=earth>B¸c CÊp Nhi Phôc<color>, <color=earth>V« Ng· V« KiÕm<color>, <color=earth>Thiªn §Şa V« Cùc<color>
10204	H­íng thø hai lµ kiÕm ph¸p së h÷u c¸c kü n¨ng nh­ <color=earth>Th­îng H¶i Minh NguyÖt<color>, <color=earth>KiÕm Phi Kinh Thiªn<color>, <color=earth>Tam Hoµn Thao NguyÖt<color>, <color=earth>Nh©n KiÕm Hîp NhÊt<color>
10205	Ngoµi ra Vâ §ang cßn së h÷u mét sè tuyÖt kü nh­ <color=earth>ThÊt Tinh TrËn<color>, <color=earth>ThÕ V©n Tung<color>, <color=earth>Täa Vâng V« Ng· <color>, <color=earth>Th¸i Cùc ThÇn C«ng<color>, <color=earth>XuÊt ø BÊt NhiÔm<color>
10206	C«n L«n ph¸i ë T©y Vùc xa x«i, rÊt İt giao h¶o víi Trung Nguyªn. Tr¶i qua mÊy ®êi ch­ëng m«n ®· dÇn trë thµnh mét trong NhÊt ®¹i m«n ph¸i.
10207	Bæn ph¸i tinh th«ng ®¹o chó kiÕm thuËt. Bän Vâ §ang lµ c¸i thø g× chø! Cã muèn gia nhËp bæn ph¸i kh«ng?
10208	Ng­¬i ®· trë thµnh ®Ö tö C«n L«n! H·y tu luyÖn cho thËt tèt! Cã g× kh«ng hiÓu cø ®Õn t×m ta!
10209	N÷ l­u th× nªn häc c¸ch ch¨m sãc chång con! Vung g­¬m móa kiÕm ch¼ng ra thÓ thèng g×! §óng lµ thêi thÕ ®¶o lo¹n!
10210	Qu¶ ®óng lµ mü n÷! Ng­êi xø T©y B¾c khæ hµn khã mµ s¸nh ®­îc!
10211	§­êng m«n ¸m khİ lµm sao cã thÓ so s¸nh víi chó thuËt ®¹o ph¸p thiªn t«n cña bän ta!
10212	A! Tµ ma ngo¹i ®¹o l¹i d¸m xuÊt hiÖn ë ®©y! H·y xem thanh kiÕm cña l·o gia ®©y!
10213	Thiªn V­¬ng bang tuy hiÖn nay kh¸ m¹nh, nh­ng do mét n÷ l­u l·nh ®¹o! Råi còng cã ngµy lµm tiªu tan c¬ nghiÖp.
10214	Ai còng b¶o ThiÕu L©m lµ vâ häc chİnh t«ng nh­ng s¸nh sao ®­îc víi Thiªn s­ ®¹o thuËt cña C«n L«n ta?
10215	Hai ph¸i chóng ta cïng thuéc ®¹o gia! ViÖc g× cø ph¶i ph©n tranh cao thÊp!
10216	DiÖt s¹ch cÈu Kim chİnh lµ bæn phËn c¶ ®êi ta! L¹i ®©y nÕm thö mét kiÕm cña l·o gia nµo!
10217	C¸i bang anh hïng! Hõ! Thùc chÊt chØ lµ mét bän « hîp ch¶ ra g×!
10218	Tõ T©y Vùc muèn ®Õn Trung Nguyªn ®­êng s¸ xa x«i mu«n trïng nguy hiÓm! Muèn ®i th× c¨n b¶n ph¶i ®¹t tèi thiÓu <color=green>®¼ng cÊp 60<color>, <color=gold>1 v¹n ng©n l­îng<color> trong ng­êi míi cã thÓ an toµn xuÊt ph¸i!
10219	T¹m biÖt! Sau nµy r·nh rçi nhí quay l¹i th¨m chóng ta!
10220	Quay vÒ T©y Vùc ­! NÕu kh«ng cã <color=gold>1 v¹n ng©n l­îng<color> trong ng­êi ta thËt kh«ng d¸m ®­a ng­¬i ®i!
10221	Tèt! Chóng ta xuÊt ph¸t th«i!
10222	§èi víi <color=earth>C«n L«n ph¸i<color> vâ c«ng chia lµm ba ®­êng
10223	§­êng thø nhÊt lµ ®ao ph¸p së h÷u kü n¨ng <color=earth>H« Phong Ph¸p<color>, <color=earth>NhÊt Khİ Tam Thanh<color>, <color=earth>Cuång Phong S©u §iÖn<color>, <color=earth>Ng¹o TuyÕt Tiªu Phong<color>
10224	§­êng thø hai lµ kiÕm ph¸p së h÷u c¸c kü n¨ng <color=earth>Cuång L«i ChÊn §Şa<color>, <color=earth>Thiªn TÕ TÊn L«i<color>, <color=earth>Ngò L«i Chİnh Ph¸p<color>, <color=earth>L«i §éng Cöu Thiªn<color>
10225	§­êng thø ba lµ bïa chó së h÷u c¸c kü n¨ng <color=earth>Thóc Ph­îc Chó<color>, <color=earth>Thanh Phong Phï<color>, <color=earth>K× bµn Phï<color>, <color=earth>B¾c Minh §¸o H¶i<color>, <color=earth>Thiªn Thanh §Şa Träc<color>, <color=earth>Mª Tung ¶o ¶nh<color>, <color=earth>Tóy Tiªn T¸ Cèt<color>
10226	Ngoµi ra cßn cã c¸c kü n¨ng hç trî nh­ <color=earth>L­ìng Nghi Ch©n Khİ<color>
10227	<color=gold>Thî rÌn<color>: ViÖc bu«n b¸n ë ®©y rÊt thuËn lîi, ®Õn ngay c¶ c¸c huynh ®Ö cña Thiªn V­¬ng Bang còng th­êng ®Õn ®©y nhê ta chÕ t¹o binh khİ.
10228	<color=gold>Chñ tiÖm t¹p hãa<color>: Tr­íc ®©y ta lµ ng­êi b¸n hµng rong, tİch cãp ®­îc İt vèn më tiÖm t¹p hãa nhá nµy.
10229	<color=gold>Ng« ThÇn Y<color>: Bæn tiÖm ®Òu lµ thÇn d­îc! Cã bÖnh khái bÖnh, kh«ng bÖnh sÏ kháe, gi¸ c¶ ph¶i ch¨ng. Mua mét İt chø?
10230	<color=gold>Ng­ d©n<color>: C¸ t­¬i võa míi ®¸nh lªn ®©y! §Õn ®©y mau ®i!
10231	<color=gold>TiÓu Ng­ <color>: Hu! Hu! Hu! Cha ch¸u h«m qua ®i ®¸nh c¸ gÆp ph¶i m­a lín, b©y giê l©m bÖnh råi, cßn lªn c¬n sèt n÷a. Cha kh«ng khái bÖnh, kh«ng thÓ ®i ®¸nh c¸, chóng ch¸u biÕt ¨n g×? Chó cã thÓ gióp ch¸u ®Õn cÇu cøu Ng« thÇn y kh«ng? ¤ng Êy lµ mét ng­êi tèt, ch¾c ch¾n sÏ gióp!
10232	<color=gold>TiÓu Ng­ <color>: Hu! Hu! Hu! Cha ch¸u h«m qua ®i ®¸nh c¸ gÆp ph¶i m­a lín, b©y giê l©m bÖnh råi, cßn lªn c¬n sèt n÷a. Cha kh«ng khái bÖnh, kh«ng thÓ ®i ®¸nh c¸, chóng ch¸u biÕt ¨n g×? C« cã thÓ gióp ch¸u ®Õn cÇu cøu Ng« thÇn y kh«ng? ¤ng Êy lµ mét ng­êi tèt, ch¾c ch¾n sÏ gióp!
10233	Ch¸u ph¶i ë ®©y tiÕp tôc chê nh÷ng ng­êi h¶o t©m.
10234	C¸c ng­ d©n thËt lµ khæ! Ta cã 2 ®øa con ®i ®¸nh c¸ trªn hå ®Òu bŞ sãng lín d×m chÕt.
10235	§Õn ng­êi ®¸nh c¸ còng kh«ng cã c¸ mµ ¨n, kh«ng ®¸nh c¸ th× ngay c¶ c¬m ¨n còng kh«ng cã!
10236	Con g¸i cña ng­ d©n, cuèi cïng còng g¶ vµo nhµ cña ng­ d©n, lµm vî cña ng­ d©n.
10237	Cha mÑ ®· s¾p xÕp h«n sù cho muéi, muéi kh«ng muèn lµm vî mét ng­ d©n, nh­ng kh«ng cßn c¸ch nµo kh¸c, lêi cha mÑ kh«ng thÓ c·i l¹i.
10238	<color=gold>Ph­¬ng Kh¶ VŞ <color>: Ba L¨ng HuyÖn cña chóng ta lµ mét vïng ®Êt nhá nh­ng cuéc sèng cña mäi ng­êi rÊt an b×nh.
10239	<color=gold>Cöu c©n l·o gia<color>: Giang hå l­ìng h¹i! ThËp niªn cöu tai! Mçi n¨m cø ®Õn mïa m­a, §éng §×nh Hå l¹i d©ng n­íc, Ba L¨ng HuyÖn biÕn thµnh ®ª gi÷a biÓn n­íc, kh«ng biÕt ®· cã bao nhiªu ng­êi chÕt!
10240	<color=gold>Du Cöu Ch©u<color>: Ngµy tr­íc §¹i Th¸nh Thiªn V­¬ng khëi binh t¹i §éng §×nh Hå, thÕ thiªn hµnh ®¹o, diÖt b¹o cøu chóng sinh, ®­îc d©n yªu mÕn, lµm triÒu ®×nh rÊt lo sî ph¸i binh tiªu diÖt. Thiªn V­¬ng qu©n İt ®Şch ®«ng, bŞ b¾t sau ®ã ®· hy sinh!
10241	Ta tõ Tø Xuyªn ®Õn, trªn ®­êng cã rÊt nhiÒu thæ phØ, thËt nguy hiÓm!
10242	Kh«ng ngê ta cã thÓ ®Õn khu vùc §éng §×nh Hå nµy mµ kh«ng hÒ bŞ c­íp! Ng­¬i cã thÊy l¹ kh«ng?
10243	Ta nghe ng­êi ta nãi míi biÕt ë ®©y kh«ng chŞu sù qu¶n lı cña quan phñ, mµ tõ mét m«n ph¸i tªn Thiªn V­¬ng Bang g× ®ã, hÌn g× ë ®©y thËt yªn b×nh!
10244	<color=gold>La gia ThÈm Tö <color>: Thêi thanh xu©n ta còng cã kha kh¸ nhan s¾c, nÕu lóc ®ã cã thÓ xuÊt gi¸ vµo nhµ giµu cã, th× cuéc sèng cã lÏ kh«ng cßn ph¶i lo n÷a.
10245	<color=gold>ThuËn Thñy<color>: Ta tªn lµ ThuËn Thñy v× cha mÑ hi väng cuéc ®êi cña ta sÏ lu«n thuËn buåm xu«i giã, kh«ng gÆp bÊt cø tai ­¬ng nµo!
10246	N¬i ®©y chóng ta cã ®ñ thøc ¨n, h¶i s¶n phong phó. Kh¸ch quan muèn ¨n g×? Muèn uèng r­îu g×?
10247	<color=gold>Ng­ d©n<color>: C¶ ®êi ta ®Òu sèng víi s«ng n­íc! §éng §×nh hå kh«ng chç nµo ta kh«ng biÕt. Kh¸ch quan muèn ®i ®©u?
10248	Ph¹m V¨n Chİnh C«ng trong bµi 'Nh¹c V­¬ng lÇu kı' cè viÕt 'D÷ quan phu Ba L¨ng th¾ng tr¹ng, t¹i §éng §×nh nhÊt hå. Hµm viÔn s¬n, Th«n tr­êng giang. h¹o h¹o thang thang, hoµnh v« tÕ nhai, triÒu huy tŞnh ©m, khİ t­îng v¹n thiªn'.
10249	Mäi th¾c m¾c vÒ c«ng thµnh chiÕn cã thÓ ®Õn NPC <color=red>Xa phu c«ng thµnh<color> gÇn xa phu c¸c thµnh thŞ ®Ó t×m hiÓu!
10250	Bªn ngoµi th«n lo¹n l¹c, xem ng­¬i trãi gµ kh«ng chÆt! Ra bªn ngoµi ta e kh«ng gi÷ ®­îc m¹ng ®©u!
10251	<color=gold>ThuyÒn Phu<color>: Ta cã biÖt hiÖu lµ 'L·ng Lı B¹ch §iÒu', ba ®êi ®iÒu sèng dùa vµo s«ng n­íc! Kh¾p Ba L¨ng HuyÖn nµy kh«ng cã ai lµ ®èi thñ! Kh¸ch quan muèn ®i ®©u?
10252	Muèn ®i ®©u nhí quay l¹i t×m ta nhĞ!
10253	<color=gold>Vâ S­ <color>: Giang hå hiÓm ¸c, ta th× ®· giµ, kh«ng nh­ ®¸m hËu sinh ®­îc, ®êi ng­êi lµ vËy, nhiÒu suy tõ tr¨n trë... Th«i kh«ng bµn n÷a, t×m ta cã viÖc g× kh«ng?
10254	Kh«ng cã danh s­ chØ ®iÓm th× cã häc c¶ ®êi còng kh«ng ®Õn ®­îc c¶nh giíi cao nhÊt cña vâ häc!
10255	Vâ häc ngoµi 'luyÖn g©n cèt, trong luyÖn khİ c«ng'. Häc vâ ph¶i tËp c¶ trong lÉn ngoµi! Xem ng­¬i t­ chÊt th«ng minh, cã muèn häc vµi chiªu phßng th©n kh«ng? Häc phİ chØ cã <color=gold>100 l­îng<color>.
10256	T×m ®ñ ng©n l­îng råi h·y ®Õn häc vâ!
10257	LuyÖn vâ ph¶i b¾t ®Çu tõ c¨n b¶n! Ng­¬i h·y ®i ®¸nh cäc gç ®i!
10258	Ngo¹i lùc cµng m¹nh th× kh¶ n¨ng chiÕn ®Êu cña ng­¬i cµng cao. TiÕp theo ng­¬i h·y ®i ®¸nh bao c¸t. Chó ı tèc ®é xuÊt chiªu! 
10259	LuyÖn quyÒn kh«ng luyÖn c«ng, ®Õn giµ còng b»ng kh«ng. Néi c«ng sung m·n th× cã thÓ häc vâ c«ng cao th©m! B©y giê h·y ®i ®¸nh méc nh©n!
10260	Ta kh«ng cßn g× ®Ó d¹y ng­¬i n÷a! Nªn nhí siªng n¨ng khæ luyÖn! Sau nµy cã thÓ tïy ı ®Õn ®©y luyÖn tËp!
10261	§¼ng cÊp ch­a ®¹t <color=red>20<color>. Kh«ng thÓ ®i ®Õn n¬i nµy.
10262	Ba L¨ng HuyÖn
10263	Ba L¨ng huyÖn<---->Nam Nh¹c trÊn
10264	Ba L¨ng huyÖn<---->Vò L¨ng s¬n
10265	Ba L¨ng huyÖn<---->Miªu LÜnh
10266	Nha m«n th«ng c¸o
10267	<color=red>Trªn tay cã vËt phÈm, kh«ng thÓ thao t¸c.<color>
10268	Ch¸u nhí lóc tr­íc cã nghe ®¹i phu nãi uèng thuèc <color=green>Tú Bµ Hoµn<color> sÏ hÕt sèt, nh­ng nhµ ch¸u nghÌo qu¸ kh«ng thÓ mua ®­îc.
10269	Chó vÉn ch­a t×m ®­îc <color=green>Tú Bµ Hoµn<color> ­? BÖnh t×nh cña cha ch¸u biÕt tİnh sao b©y giê? Hu hu hu...
10270	C« vÉn ch­a t×m ®­îc <color=green>Tú Bµ Hoµn<color> ­? BÖnh t×nh cña cha ch¸u biÕt tİnh sao b©y giê? Hu hu hu...
10271	§©y lµ thuèc <color=green>Tú Bµ Hoµn<color> sao? Nh­ vËy bÖnh t×nh cña cha ch¸u nhÊt ®Şnh sÏ khái. Chó thËt lµ mét ng­êi tèt, h·y nhËn lÊy ®«i giµy nµy, mÑ cña ch¸u lµm ®Êy ¹!
10272	§©y lµ thuèc <color=green>Tú Bµ Hoµn<color> sao? Nh­ vËy bÖnh t×nh cña cha ch¸u nhÊt ®Şnh sÏ khái. C« thËt lµ mét ng­êi tèt, h·y nhËn lÊy ®«i giµy nµy, mÑ cña ch¸u lµm ®Êy ¹!
10273	Ch¸u rÊt lo cho cha, nÕu ch¸u lµ con trai th× tèt qu¸, lóc ®ã th× ch¸u sÏ gióp cha ®¸nh c¸!
10274	Sao? Cha cña <color=gold>TiÓu Ng­ <color> l©m bÖnh µ? Ng­¬i ®Õn chËm råi! Ta võa b¸n viªn <color=green>Tú Bµ Hoµn<color> cuèi cïng cho ®Ö tö <color=metal>Thiªn V­¬ng Bang<color>. Hay lµ ng­¬i hái thö «ng ta xem!
10275	<color=green>Tú Bµ Hoµn<color>? DÜ nhiªn lµ ®Ó cøu ng­êi! TÆng ng­¬i mét viªn! Mau ®i cøu ng­êi ®i!
10276	<color=gold>A Ph­¬ng<color>: Cha mÑ ®· s¾p xÕp h«n sù cho muéi, nh­ng nhµ muéi nghÌo qu¸, ®Õn mét mãn cña håi m«n cho ra d¸ng còng kh«ng cã! GÇn ®©y trong trÊn xuÊt hiÖn mét ng­êi th­¬ng nh©n tõ ph­¬ng xa ®Õn. Huynh cã thÓ gióp muéi xem cã mãn nµo gi¸ rÎ mét chót kh«ng?
10277	<color=gold>A Ph­¬ng<color>: Cha mÑ ®· s¾p xÕp h«n sù cho muéi, nh­ng nhµ muéi nghÌo qu¸, ®Õn mét mãn cña håi m«n cho ra d¸ng còng kh«ng cã! GÇn ®©y trong trÊn xuÊt hiÖn mét ng­êi th­¬ng nh©n tõ ph­¬ng xa ®Õn. Tû cã thÓ gióp muéi xem cã mãn nµo gi¸ rÎ mét chót kh«ng?
10278	Ng­êi th­¬ng nh©n ®ã ë phİa T©y huyÖn, lµm phiÒn huynh hái gióp muéi víi!
10279	Ng­êi th­¬ng nh©n ®ã ë phİa T©y huyÖn, lµm phiÒn tû hái gióp muéi víi!
10280	A! §«i khuyªn tai nµy ®Ñp qu¸! Cã lÏ ®· tèn cña huynh kh«ng İt ng©n l­îng! §©y lµ chiÕc nãn muéi tù lµm, tÆng cho huynh!
10281	A! §«i khuyªn tai nµy ®Ñp qu¸! Cã lÏ ®· tèn cña tû kh«ng İt ng©n l­îng! §©y lµ chiÕc nãn muéi tù lµm, tÆng cho tû!
10282	<color=gold>ThÈm Cöu<color>: Muèn mua gióp c« n­¬ng Êy cña håi m«n ­? Hµng hãa cßn l¹i cña ta kh«ng nhiÒu, chØ cßn l¹i ®«i khuyªn tai vµng nµy gi¸ kh¸ rÎ, chØ <color=gold>200 l­îng<color>. Cã muèn mua hay kh«ng?
10283	Kh«ng cã ®ñ ng©n l­îng lµm sao ta giao hµng ®­îc!
